year,population,birth_rate,death_rate,net_growth,births,deaths,events
2891,3.11237275983335e+18,50.0,40.0,10.000000000000002,1.5561863799166752e+17,1.2449491039333402e+17,
2892,3.143496487431684e+18,50.0,40.0,10.000000000000002,1.5717482437158422e+17,1.2573985949726736e+17,
2893,3.174931452306001e+18,50.0,40.0,10.000000000000002,1.5874657261530006e+17,1.2699725809224003e+17,
2894,3.206680766829061e+18,50.0,40.0,10.000000000000002,1.6033403834145306e+17,1.2826723067316245e+17,
2895,3.2387475744973517e+18,50.0,40.0,10.000000000000002,1.619373787248676e+17,1.2954990297989406e+17,
2896,3.271135050242325e+18,50.0,40.0,10.000000000000002,1.6355675251211626e+17,1.3084540200969301e+17,
2897,3.303846400744748e+18,50.0,40.0,10.000000000000002,1.651923200372374e+17,1.3215385602978992e+17,
2898,3.3368848647521956e+18,50.0,40.0,10.000000000000002,1.668442432376098e+17,1.3347539459008782e+17,
2899,3.370253713399718e+18,50.0,40.0,10.000000000000002,1.685126856699859e+17,1.3481014853598872e+17,
2900,3.403956250533715e+18,50.0,40.0,10.000000000000002,1.7019781252668576e+17,1.361582500213486e+17,
2901,3.437995813039052e+18,50.0,40.0,10.000000000000002,1.718997906519526e+17,1.3751983252156208e+17,
2902,3.4723757711694423e+18,50.0,40.0,10.000000000000002,1.7361878855847213e+17,1.388950308467777e+17,
2903,3.5070995288811366e+18,50.0,40.0,10.000000000000002,1.7535497644405683e+17,1.4028398115524547e+17,
2904,3.5421705241699476e+18,50.0,40.0,10.000000000000002,1.771085262084974e+17,1.416868209667979e+17,
2905,3.577592229411647e+18,50.0,40.0,10.000000000000002,1.7887961147058237e+17,1.4310368917646589e+17,
2906,3.6133681517057633e+18,50.0,40.0,10.000000000000002,1.806684075852882e+17,1.4453472606823053e+17,
2907,3.649501833222821e+18,50.0,40.0,10.000000000000002,1.8247509166114106e+17,1.4598007332891283e+17,
2908,3.685996851555049e+18,50.0,40.0,10.000000000000002,1.8429984257775245e+17,1.4743987406220195e+17,
2909,3.7228568200705997e+18,50.0,40.0,10.000000000000002,1.8614284100353e+17,1.48914272802824e+17,
2910,3.7600853882713057e+18,50.0,40.0,10.000000000000002,1.880042694135653e+17,1.5040341553085222e+17,
2911,3.797686242154019e+18,50.0,40.0,10.000000000000002,1.8988431210770096e+17,1.5190744968616077e+17,
2912,3.8356631045755587e+18,50.0,40.0,10.000000000000002,1.9178315522877795e+17,1.5342652418302234e+17,
2913,3.8740197356213146e+18,50.0,40.0,10.000000000000002,1.9370098678106573e+17,1.5496078942485258e+17,
2914,3.912759932977528e+18,50.0,40.0,10.000000000000002,1.956379966488764e+17,1.5651039731910112e+17,
2915,3.9518875323073034e+18,50.0,40.0,10.000000000000002,1.975943766153652e+17,1.5807550129229213e+17,
2916,3.9914064076303764e+18,50.0,40.0,10.000000000000002,1.9957032038151885e+17,1.5965625630521507e+17,
2917,4.0313204717066803e+18,50.0,40.0,10.000000000000002,2.01566023585334e+17,1.6125281886826723e+17,
2918,4.0716336764237476e+18,50.0,40.0,10.000000000000002,2.035816838211874e+17,1.6286534705694992e+17,
2919,4.1123500131879854e+18,50.0,40.0,10.000000000000002,2.056175006593993e+17,1.6449400052751942e+17,
2920,4.1534735133198653e+18,50.0,40.0,10.000000000000002,2.0767367566599328e+17,1.6613894053279462e+17,
2921,4.1950082484530637e+18,50.0,40.0,10.000000000000002,2.097504124226532e+17,1.6780032993812256e+17,
2922,4.236958330937594e+18,50.0,40.0,10.000000000000002,2.118479165468797e+17,1.6947833323750374e+17,
2923,4.2793279142469693e+18,50.0,40.0,10.000000000000002,2.1396639571234848e+17,1.711731165698788e+17,
2924,4.322121193389439e+18,50.0,40.0,10.000000000000002,2.1610605966947197e+17,1.7288484773557757e+17,
2925,4.365342405323333e+18,50.0,40.0,10.000000000000002,2.1826712026616666e+17,1.7461369621293334e+17,
2926,4.408995829376567e+18,50.0,40.0,10.000000000000002,2.2044979146882835e+17,1.763598331750627e+17,
2927,4.4530857876703324e+18,50.0,40.0,10.000000000000002,2.2265428938351664e+17,1.781234315068133e+17,
2928,4.497616645547035e+18,50.0,40.0,10.000000000000002,2.2488083227735178e+17,1.799046658218814e+17,
2929,4.5425928120025057e+18,50.0,40.0,10.000000000000002,2.271296406001253e+17,1.8170371248010022e+17,
2930,4.588018740122531e+18,50.0,40.0,10.000000000000002,2.2940093700612656e+17,1.8352074960490125e+17,
2931,4.633898927523756e+18,50.0,40.0,10.000000000000002,2.316949463761878e+17,1.8535595710095024e+17,
2932,4.680237916798993e+18,50.0,40.0,10.000000000000002,2.340118958399497e+17,1.8720951667195974e+17,
2933,4.727040295966983e+18,50.0,40.0,10.000000000000002,2.363520147983492e+17,1.8908161183867933e+17,
2934,4.774310698926653e+18,50.0,40.0,10.000000000000002,2.3871553494633267e+17,1.9097242795706614e+17,
2935,4.82205380591592e+18,50.0,40.0,10.000000000000002,2.4110269029579603e+17,1.9288215223663683e+17,
2936,4.870274343975079e+18,50.0,40.0,10.000000000000002,2.4351371719875395e+17,1.9481097375900317e+17,
2937,4.918977087414829e+18,50.0,40.0,10.000000000000002,2.4594885437074147e+17,1.9675908349659315e+17,
2938,4.968166858288977e+18,50.0,40.0,10.000000000000002,2.4840834291444886e+17,1.9872667433155907e+17,
2939,5.017848526871866e+18,50.0,40.0,10.000000000000002,2.5089242634359334e+17,2.0071394107487466e+17,
2940,5.068027012140585e+18,50.0,40.0,10.000000000000002,2.5340135060702925e+17,2.027210804856234e+17,
2941,5.11870728226199e+18,50.0,40.0,10.000000000000002,2.5593536411309952e+17,2.047482912904796e+17,
2942,5.169894355084611e+18,50.0,40.0,10.000000000000002,2.5849471775423053e+17,2.0679577420338442e+17,
2943,5.221593298635457e+18,50.0,40.0,10.000000000000002,2.6107966493177283e+17,2.0886373194541827e+17,
2944,5.27380923162181e+18,50.0,40.0,10.000000000000002,2.6369046158109053e+17,2.1095236926487242e+17,
2945,5.326547323938029e+18,50.0,40.0,10.000000000000002,2.6632736619690144e+17,2.1306189295752115e+17,
2946,5.37981279717741e+18,50.0,40.0,10.000000000000002,2.689906398588705e+17,2.151925118870964e+17,
2947,5.433610925149183e+18,50.0,40.0,10.000000000000002,2.7168054625745917e+17,2.1734443700596733e+17,
2948,5.487947034400675e+18,50.0,40.0,10.000000000000002,2.7439735172003376e+17,2.19517881376027e+17,
2949,5.542826504744681e+18,50.0,40.0,10.000000000000002,2.7714132523723408e+17,2.2171306018978726e+17,
2950,5.598254769792128e+18,50.0,40.0,10.000000000000002,2.799127384896064e+17,2.2393019079168512e+17,
2951,5.654237317490049e+18,50.0,40.0,10.000000000000002,2.8271186587450246e+17,2.2616949269960195e+17,
2952,5.71077969066495e+18,50.0,40.0,10.000000000000002,2.855389845332475e+17,2.2843118762659798e+17,
2953,5.767887487571599e+18,50.0,40.0,10.000000000000002,2.8839437437858e+17,2.3071549950286397e+17,
2954,5.825566362447315e+18,50.0,40.0,10.000000000000002,2.9127831812236576e+17,2.330226544978926e+17,
2955,5.883822026071789e+18,50.0,40.0,10.000000000000002,2.9419110130358944e+17,2.3535288104287155e+17,
2956,5.942660246332507e+18,50.0,40.0,10.000000000000002,2.9713301231662534e+17,2.377064098533003e+17,
2957,6.002086848795831e+18,50.0,40.0,10.000000000000002,3.0010434243979155e+17,2.4008347395183325e+17,
2958,6.06210771728379e+18,50.0,40.0,10.000000000000002,3.031053858641895e+17,2.4248430869135158e+17,
2959,6.122728794456628e+18,50.0,40.0,10.000000000000002,3.061364397228314e+17,2.4490915177826512e+17,
2960,6.183956082401195e+18,50.0,40.0,10.000000000000002,3.091978041200598e+17,2.473582432960478e+17,
2961,6.245795643225207e+18,50.0,40.0,10.000000000000002,3.1228978216126035e+17,2.498318257290083e+17,
2962,6.308253599657459e+18,50.0,40.0,10.000000000000002,3.1541267998287296e+17,2.5233014398629837e+17,
2963,6.371336135654033e+18,50.0,40.0,10.000000000000002,3.185668067827017e+17,2.5485344542616134e+17,
2964,6.435049497010573e+18,50.0,40.0,10.000000000000002,3.217524748505287e+17,2.5740197988042294e+17,
2965,6.499399991980678e+18,50.0,40.0,10.000000000000002,3.249699995990339e+17,2.5997599967922714e+17,
2966,6.564393991900486e+18,50.0,40.0,10.000000000000002,3.282196995950243e+17,2.6257575967601942e+17,
2967,6.63003793181949e+18,50.0,40.0,10.000000000000002,3.315018965909745e+17,2.6520151727277962e+17,
2968,6.696338311137686e+18,50.0,40.0,10.000000000000002,3.348169155568843e+17,2.6785353244550742e+17,
2969,6.763301694249062e+18,50.0,40.0,10.000000000000002,3.381650847124531e+17,2.705320677699625e+17,
2970,6.830934711191553e+18,50.0,40.0,10.000000000000002,3.4154673555957766e+17,2.732373884476621e+17,
2971,6.899244058303469e+18,50.0,40.0,10.000000000000002,3.4496220291517344e+17,2.7596976233213875e+17,
2972,6.968236498886503e+18,50.0,40.0,10.000000000000002,3.484118249443252e+17,2.7872945995546013e+17,
2973,7.037918863875369e+18,50.0,40.0,10.000000000000002,3.5189594319376845e+17,2.8151675455501475e+17,
2974,7.108298052514122e+18,50.0,40.0,10.000000000000002,3.554149026257061e+17,2.8433192210056486e+17,
2975,7.179381033039263e+18,50.0,40.0,10.000000000000002,3.5896905165196314e+17,2.8717524132157053e+17,
2976,7.251174843369655e+18,50.0,40.0,10.000000000000002,3.625587421684828e+17,2.9004699373478624e+17,
2977,7.323686591803352e+18,50.0,40.0,10.000000000000002,3.661843295901676e+17,2.929474636721341e+17,
2978,7.396923457721386e+18,50.0,40.0,10.000000000000002,3.698461728860693e+17,2.958769383088554e+17,
2979,7.470892692298599e+18,50.0,40.0,10.000000000000002,3.7354463461493e+17,2.98835707691944e+17,
2980,7.545601619221586e+18,50.0,40.0,10.000000000000002,3.772800809610793e+17,3.018240647688634e+17,
2981,7.621057635413802e+18,50.0,40.0,10.000000000000002,3.810528817706901e+17,3.0484230541655206e+17,
2982,7.69726821176794e+18,50.0,40.0,10.000000000000002,3.8486341058839706e+17,3.0789072847071763e+17,
2983,7.774240893885619e+18,50.0,40.0,10.000000000000002,3.8871204469428096e+17,3.109696357554248e+17,
2984,7.851983302824476e+18,50.0,40.0,10.000000000000002,3.925991651412238e+17,3.14079332112979e+17,
2985,7.93050313585272e+18,50.0,40.0,10.000000000000002,3.96525156792636e+17,3.172201254341088e+17,
2986,8.009808167211248e+18,50.0,40.0,10.000000000000002,4.004904083605624e+17,3.203923266884499e+17,
2987,8.089906248883361e+18,50.0,40.0,10.000000000000002,4.0449531244416806e+17,3.2359624995533446e+17,
2988,8.170805311372195e+18,50.0,40.0,10.000000000000002,4.085402655686098e+17,3.268322124548878e+17,
2989,8.252513364485917e+18,50.0,40.0,10.000000000000002,4.126256682242959e+17,3.301005345794367e+17,
2990,8.335038498130776e+18,50.0,40.0,10.000000000000002,4.167519249065388e+17,3.3340153992523104e+17,
2991,8.418388883112084e+18,50.0,40.0,10.000000000000002,4.209194441556042e+17,3.367355553244834e+17,
2992,8.502572771943205e+18,50.0,40.0,10.000000000000002,4.2512863859716026e+17,3.401029108777282e+17,
2993,8.587598499662637e+18,50.0,40.0,10.000000000000002,4.293799249831319e+17,3.435039399865055e+17,
2994,8.673474484659263e+18,50.0,40.0,10.000000000000002,4.336737242329632e+17,3.4693897938637056e+17,
2995,8.760209229505855e+18,50.0,40.0,10.000000000000002,4.380104614752928e+17,3.5040836918023424e+17,
2996,8.847811321800915e+18,50.0,40.0,10.000000000000002,4.4239056609004576e+17,3.539124528720366e+17,
2997,8.936289435018924e+18,50.0,40.0,10.000000000000002,4.4681447175094624e+17,3.57451577400757e+17,
2998,9.025652329369114e+18,50.0,40.0,10.000000000000002,4.512826164684557e+17,3.6102609317476454e+17,
2999,9.115908852662806e+18,50.0,40.0,10.000000000000002,4.557954426331403e+17,3.6463635410651226e+17,
3000,9.207067941189434e+18,50.0,40.0,10.000000000000002,4.6035339705947174e+17,3.682827176475774e+17,
3001,9.29913862060133e+18,50.0,40.0,10.000000000000002,4.649569310300665e+17,3.719655448240532e+17,
3002,9.392130006807343e+18,50.0,40.0,10.000000000000002,4.6960650034036717e+17,3.7568520027229376e+17,
3003,9.486051306875417e+18,50.0,40.0,10.000000000000002,4.743025653437709e+17,3.7944205227501664e+17,
3004,9.580911819944172e+18,50.0,40.0,10.000000000000002,4.790455909972086e+17,3.8323647279776685e+17,
3005,9.676720938143613e+18,50.0,40.0,10.000000000000002,4.838360469071807e+17,3.870688375257445e+17,
3006,9.77348814752505e+18,50.0,40.0,10.000000000000002,4.8867440737625254e+17,3.9093952590100205e+17,
3007,9.8712230290003e+18,50.0,40.0,10.000000000000002,4.9356115145001504e+17,3.94848921160012e+17,
3008,9.969935259290305e+18,50.0,40.0,10.000000000000002,4.9849676296451526e+17,3.9879741037161216e+17,
3009,1.0069634611883207e+19,50.0,40.0,10.000000000000002,5.034817305941604e+17,4.0278538447532826e+17,
3010,1.0170330958002039e+19,50.0,40.0,10.000000000000002,5.0851654790010195e+17,4.0681323832008154e+17,
3011,1.027203426758206e+19,50.0,40.0,10.000000000000002,5.1360171337910304e+17,4.108813707032824e+17,
3012,1.0374754610257881e+19,50.0,40.0,10.000000000000002,5.187377305128941e+17,4.1499018441031526e+17,
3013,1.047850215636046e+19,50.0,40.0,10.000000000000002,5.2392510781802304e+17,4.191400862544184e+17,
3014,1.0583287177924065e+19,50.0,40.0,10.000000000000002,5.2916435889620326e+17,4.233314871169626e+17,
3015,1.0689120049703307e+19,50.0,40.0,10.000000000000002,5.344560024851654e+17,4.275648019881323e+17,
3016,1.079601125020034e+19,50.0,40.0,10.000000000000002,5.39800562510017e+17,4.3184045000801363e+17,
3017,1.0903971362702344e+19,50.0,40.0,10.000000000000002,5.4519856813511725e+17,4.3615885450809376e+17,
3018,1.1013011076329368e+19,50.0,40.0,10.000000000000002,5.506505538164684e+17,4.405204430531747e+17,
3019,1.112314118709266e+19,50.0,40.0,10.000000000000002,5.56157059354633e+17,4.4492564748370643e+17,
3020,1.1234372598963585e+19,50.0,40.0,10.000000000000002,5.6171862994817926e+17,4.493749039585434e+17,
3021,1.134671632495322e+19,50.0,40.0,10.000000000000002,5.67335816247661e+17,4.538686529981288e+17,
3022,1.146018348820275e+19,50.0,40.0,10.000000000000002,5.7300917441013754e+17,4.5840733952811e+17,
3023,1.1574785323084777e+19,50.0,40.0,10.000000000000002,5.787392661542388e+17,4.629914129233911e+17,
3024,1.1690533176315623e+19,50.0,40.0,10.000000000000002,5.845266588157812e+17,4.6762132705262496e+17,
3025,1.1807438508078778e+19,50.0,40.0,10.000000000000002,5.90371925403939e+17,4.7229754032315117e+17,
3026,1.1925512893159565e+19,50.0,40.0,10.000000000000002,5.962756446579782e+17,4.770205157263826e+17,
3027,1.204476802209116e+19,50.0,40.0,10.000000000000002,6.02238401104558e+17,4.817907208836464e+17,
3028,1.2165215702312071e+19,50.0,40.0,10.000000000000002,6.082607851156036e+17,4.866086280924829e+17,
3029,1.228686785933519e+19,50.0,40.0,10.000000000000002,6.143433929667596e+17,4.914747143734076e+17,
3030,1.2409736537928544e+19,50.0,40.0,10.000000000000002,6.204868268964273e+17,4.9638946151714176e+17,
3031,1.253383390330783e+19,50.0,40.0,10.000000000000002,6.266916951653915e+17,5.0135335613231315e+17,
3032,1.2659172242340907e+19,50.0,40.0,10.000000000000002,6.329586121170454e+17,5.063668896936363e+17,
3033,1.2785763964764316e+19,50.0,40.0,10.000000000000002,6.392881982382158e+17,5.114305585905726e+17,
3034,1.291362160441196e+19,50.0,40.0,10.000000000000002,6.45681080220598e+17,5.165448641764784e+17,
3035,1.304275782045608e+19,50.0,40.0,10.000000000000002,6.52137891022804e+17,5.217103128182432e+17,
3036,1.3173185398660639e+19,50.0,40.0,10.000000000000002,6.58659269933032e+17,5.2692741594642554e+17,
3037,1.3304917252647244e+19,50.0,40.0,10.000000000000002,6.652458626323622e+17,5.321966901058898e+17,
3038,1.3437966425173717e+19,50.0,40.0,10.000000000000002,6.718983212586858e+17,5.375186570069487e+17,
3039,1.3572346089425455e+19,50.0,40.0,10.000000000000002,6.786173044712728e+17,5.4289384357701824e+17,
3040,1.370806955031971e+19,50.0,40.0,10.000000000000002,6.854034775159855e+17,5.483227820127884e+17,
3041,1.3845150245822906e+19,50.0,40.0,10.000000000000002,6.922575122911453e+17,5.538060098329163e+17,
3042,1.3983601748281135e+19,50.0,40.0,10.000000000000002,6.991800874140568e+17,5.5934406993124544e+17,
3043,1.4123437765763946e+19,50.0,40.0,10.000000000000002,7.061718882881974e+17,5.649375106305579e+17,
3044,1.4264672143421585e+19,50.0,40.0,10.000000000000002,7.132336071710793e+17,5.705868857368634e+17,
3045,1.4407318864855802e+19,50.0,40.0,10.000000000000002,7.203659432427901e+17,5.7629275459423206e+17,
3046,1.455139205350436e+19,50.0,40.0,10.000000000000002,7.27569602675218e+17,5.820556821401745e+17,
3047,1.4696905974039405e+19,50.0,40.0,10.000000000000002,7.348452987019703e+17,5.878762389615762e+17,
3048,1.4843875033779798e+19,50.0,40.0,10.000000000000002,7.4219375168899e+17,5.937550013511919e+17,
3049,1.4992313784117596e+19,50.0,40.0,10.000000000000002,7.496156892058798e+17,5.996925513647039e+17,
3050,1.514223692195877e+19,50.0,40.0,10.000000000000002,7.571118460979386e+17,6.056894768783508e+17,
3051,1.5293659291178359e+19,50.0,40.0,10.000000000000002,7.64682964558918e+17,6.117463716471343e+17,
3052,1.5446595884090143e+19,50.0,40.0,10.000000000000002,7.723297942045071e+17,6.178638353636058e+17,
3053,1.5601061842931044e+19,50.0,40.0,10.000000000000002,7.800530921465523e+17,6.240424737172417e+17,
3054,1.5757072461360355e+19,50.0,40.0,10.000000000000002,7.878536230680178e+17,6.302828984544142e+17,
3055,1.591464318597396e+19,50.0,40.0,10.000000000000002,7.957321592986981e+17,6.365857274389585e+17,
3056,1.60737896178337e+19,50.0,40.0,10.000000000000002,8.03689480891685e+17,6.42951584713348e+17,
3057,1.6234527514012037e+19,50.0,40.0,10.000000000000002,8.117263757006019e+17,6.493811005604815e+17,
3058,1.6396872789152158e+19,50.0,40.0,10.000000000000002,8.19843639457608e+17,6.558749115660863e+17,
3059,1.656084151704368e+19,50.0,40.0,10.000000000000002,8.28042075852184e+17,6.624336606817472e+17,
3060,1.6726449932214116e+19,50.0,40.0,10.000000000000002,8.363224966107059e+17,6.690579972885646e+17,
3061,1.6893714431536257e+19,50.0,40.0,10.000000000000002,8.446857215768129e+17,6.757485772614502e+17,
3062,1.7062651575851618e+19,50.0,40.0,10.000000000000002,8.53132578792581e+17,6.825060630340648e+17,
3063,1.7233278091610135e+19,50.0,40.0,10.000000000000002,8.616639045805068e+17,6.893311236644054e+17,
3064,1.7405610872526238e+19,50.0,40.0,10.000000000000002,8.70280543626312e+17,6.962244349010495e+17,
3065,1.75796669812515e+19,50.0,40.0,10.000000000000002,8.789833490625751e+17,7.0318667925006e+17,
3066,1.7755463651064017e+19,50.0,40.0,10.000000000000002,8.877731825532009e+17,7.102185460425606e+17,
3067,1.793301828757466e+19,50.0,40.0,10.000000000000002,8.96650914378733e+17,7.173207315029864e+17,
3068,1.8112348470450403e+19,50.0,40.0,10.000000000000002,9.056174235225202e+17,7.244939388180161e+17,
3069,1.8293471955154907e+19,50.0,40.0,10.000000000000002,9.146735977577454e+17,7.317388782061964e+17,
3070,1.8476406674706457e+19,50.0,40.0,10.000000000000002,9.238203337353229e+17,7.390562669882583e+17,
3071,1.866117074145352e+19,50.0,40.0,10.000000000000002,9.330585370726761e+17,7.464468296581408e+17,
3072,1.8847782448868057e+19,50.0,40.0,10.000000000000002,9.423891224434029e+17,7.539112979547223e+17,
3073,1.903626027335674e+19,50.0,40.0,10.000000000000002,9.518130136678369e+17,7.614504109342696e+17,
3074,1.9226622876090307e+19,50.0,40.0,10.000000000000002,9.613311438045153e+17,7.690649150436123e+17,
3075,1.941888910485121e+19,50.0,40.0,10.000000000000002,9.709444552425605e+17,7.767555641940484e+17,
3076,1.961307799589972e+19,50.0,40.0,10.000000000000002,9.80653899794986e+17,7.845231198359889e+17,
3077,1.9809208775858717e+19,50.0,40.0,10.000000000000002,9.90460438792936e+17,7.923683510343487e+17,
3078,2.0007300863617307e+19,50.0,40.0,10.000000000000002,1.0003650431808654e+18,8.002920345446922e+17,
3079,2.0207373872253477e+19,50.0,40.0,10.000000000000002,1.0103686936126739e+18,8.082949548901391e+17,
3080,2.0409447610976014e+19,50.0,40.0,10.000000000000002,1.0204723805488008e+18,8.163779044390406e+17,
3081,2.0613542087085773e+19,50.0,40.0,10.000000000000002,1.0306771043542886e+18,8.245416834834309e+17,
3082,2.081967750795663e+19,50.0,40.0,10.000000000000002,1.0409838753978316e+18,8.327871003182652e+17,
3083,2.1027874283036197e+19,50.0,40.0,10.000000000000002,1.0513937141518099e+18,8.41114971321448e+17,
3084,2.123815302586656e+19,50.0,40.0,10.000000000000002,1.061907651293328e+18,8.495261210346624e+17,
3085,2.1450534556125225e+19,50.0,40.0,10.000000000000002,1.0725267278062612e+18,8.58021382245009e+17,
3086,2.166503990168648e+19,50.0,40.0,10.000000000000002,1.0832519950843241e+18,8.666015960674592e+17,
3087,2.1881690300703347e+19,50.0,40.0,10.000000000000002,1.0940845150351674e+18,8.752676120281339e+17,
3088,2.2100507203710382e+19,50.0,40.0,10.000000000000002,1.1050253601855191e+18,8.840202881484154e+17,
3089,2.2321512275747488e+19,50.0,40.0,10.000000000000002,1.1160756137873745e+18,8.928604910298995e+17,
3090,2.254472739850496e+19,50.0,40.0,10.000000000000002,1.127236369925248e+18,9.017890959401984e+17,
3091,2.277017467249001e+19,50.0,40.0,10.000000000000002,1.1385087336245005e+18,9.108069868996004e+17,
3092,2.299787641921491e+19,50.0,40.0,10.000000000000002,1.1498938209607455e+18,9.199150567685964e+17,
3093,2.3227855183407055e+19,50.0,40.0,10.000000000000002,1.161392759170353e+18,9.291142073362822e+17,
3094,2.346013373524112e+19,50.0,40.0,10.000000000000002,1.1730066867620562e+18,9.384053494096449e+17,
3095,2.3694735072593535e+19,50.0,40.0,10.000000000000002,1.1847367536296768e+18,9.477894029037414e+17,
3096,2.393168242331947e+19,50.0,40.0,10.000000000000002,1.1965841211659735e+18,9.572672969327789e+17,
3097,2.4170999247552664e+19,50.0,40.0,10.000000000000002,1.2085499623776333e+18,9.668399699021066e+17,
3098,2.4412709240028193e+19,50.0,40.0,10.000000000000002,1.2206354620014098e+18,9.765083696011277e+17,
3099,2.4656836332428476e+19,50.0,40.0,10.000000000000002,1.2328418166214239e+18,9.862734532971391e+17,
3100,2.490340469575276e+19,50.0,40.0,10.000000000000002,1.245170234787638e+18,9.961361878301105e+17,
3101,2.515243874271029e+19,50.0,40.0,10.000000000000002,1.2576219371355144e+18,1.0060975497084115e+18,
3102,2.540396313013739e+19,50.0,40.0,10.000000000000002,1.2701981565068695e+18,1.0161585252054957e+18,
3103,2.5658002761438765e+19,50.0,40.0,10.000000000000002,1.2829001380719383e+18,1.0263201104575506e+18,
3104,2.5914582789053153e+19,50.0,40.0,10.000000000000002,1.2957291394526577e+18,1.0365833115621262e+18,
3105,2.6173728616943686e+19,50.0,40.0,10.000000000000002,1.3086864308471844e+18,1.0469491446777475e+18,
3106,2.643546590311312e+19,50.0,40.0,10.000000000000002,1.3217732951556562e+18,1.0574186361245249e+18,
3107,2.669982056214425e+19,50.0,40.0,10.000000000000002,1.3349910281072125e+18,1.0679928224857701e+18,
3108,2.6966818767765692e+19,50.0,40.0,10.000000000000002,1.3483409383882847e+18,1.0786727507106277e+18,
3109,2.7236486955443347e+19,50.0,40.0,10.000000000000002,1.3618243477721674e+18,1.0894594782177339e+18,
3110,2.750885182499778e+19,50.0,40.0,10.000000000000002,1.375442591249889e+18,1.1003540729999113e+18,
3111,2.7783940343247757e+19,50.0,40.0,10.000000000000002,1.389197017162388e+18,1.1113576137299103e+18,
3112,2.8061779746680234e+19,50.0,40.0,10.000000000000002,1.403088987334012e+18,1.1224711898672093e+18,
3113,2.834239754414704e+19,50.0,40.0,10.000000000000002,1.417119877207352e+18,1.1336959017658816e+18,
3114,2.8625821519588508e+19,50.0,40.0,10.000000000000002,1.4312910759794255e+18,1.1450328607835404e+18,
3115,2.891207973478439e+19,50.0,40.0,10.000000000000002,1.4456039867392195e+18,1.1564831893913756e+18,
3116,2.9201200532132233e+19,50.0,40.0,10.000000000000002,1.4600600266066117e+18,1.1680480212852895e+18,
3117,2.9493212537453556e+19,50.0,40.0,10.000000000000002,1.474660626872678e+18,1.1797285014981422e+18,
3118,2.978814466282809e+19,50.0,40.0,10.000000000000002,1.4894072331414047e+18,1.1915257865131236e+18,
3119,3.0086026109456368e+19,50.0,40.0,10.000000000000002,1.5043013054728184e+18,1.2034410443782548e+18,
3120,3.038688637055093e+19,50.0,40.0,10.000000000000002,1.5193443185275466e+18,1.2154754548220372e+18,
3121,3.069075523425644e+19,50.0,40.0,10.000000000000002,1.5345377617128223e+18,1.2276302093702577e+18,
3122,3.0997662786599002e+19,50.0,40.0,10.000000000000002,1.5498831393299502e+18,1.23990651146396e+18,
3123,3.130763941446499e+19,50.0,40.0,10.000000000000002,1.5653819707232497e+18,1.2523055765785997e+18,
3124,3.162071580860964e+19,50.0,40.0,10.000000000000002,1.5810357904304822e+18,1.2648286323443855e+18,
3125,3.193692296669574e+19,50.0,40.0,10.000000000000002,1.596846148334787e+18,1.2774769186678295e+18,
3126,3.22562921963627e+19,50.0,40.0,10.000000000000002,1.612814609818135e+18,1.290251687854508e+18,
3127,3.2578855118326325e+19,50.0,40.0,10.000000000000002,1.6289427559163164e+18,1.303154204733053e+18,
3128,3.2904643669509587e+19,50.0,40.0,10.000000000000002,1.6452321834754796e+18,1.3161857467803835e+18,
3129,3.323369010620468e+19,50.0,40.0,10.000000000000002,1.661684505310234e+18,1.3293476042481871e+18,
3130,3.3566027007266726e+19,50.0,40.0,10.000000000000002,1.6783013503633364e+18,1.342641080290669e+18,
3131,3.3901687277339394e+19,50.0,40.0,10.000000000000002,1.6950843638669699e+18,1.3560674910935757e+18,
3132,3.424070415011279e+19,50.0,40.0,10.000000000000002,1.7120352075056394e+18,1.3696281660045115e+18,
3133,3.458311119161392e+19,50.0,40.0,10.000000000000002,1.729155559580696e+18,1.3833244476645568e+18,
3134,3.4928942303530058e+19,50.0,40.0,10.000000000000002,1.746447115176503e+18,1.3971576921412024e+18,
3135,3.5278231726565356e+19,50.0,40.0,10.000000000000002,1.7639115863282678e+18,1.4111292690626143e+18,
3136,3.563101404383101e+19,50.0,40.0,10.000000000000002,1.7815507021915505e+18,1.4252405617532403e+18,
3137,3.598732418426932e+19,50.0,40.0,10.000000000000002,1.799366209213466e+18,1.4394929673707727e+18,
3138,3.6347197426112016e+19,50.0,40.0,10.000000000000002,1.817359871305601e+18,1.4538878970444808e+18,
3139,3.6710669400373137e+19,50.0,40.0,10.000000000000002,1.835533470018657e+18,1.4684267760149256e+18,
3140,3.707777609437687e+19,50.0,40.0,10.000000000000002,1.8538888047188436e+18,1.4831110437750748e+18,
3141,3.744855385532064e+19,50.0,40.0,10.000000000000002,1.872427692766032e+18,1.4979421542128256e+18,
3142,3.782303939387385e+19,50.0,40.0,10.000000000000002,1.8911519696936924e+18,1.512921575754954e+18,
3143,3.8201269787812585e+19,50.0,40.0,10.000000000000002,1.9100634893906294e+18,1.5280507915125036e+18,
3144,3.858328248569071e+19,50.0,40.0,10.000000000000002,1.9291641242845358e+18,1.5433312994276285e+18,
3145,3.8969115310547616e+19,50.0,40.0,10.000000000000002,1.948455765527381e+18,1.5587646124219046e+18,
3146,3.935880646365309e+19,50.0,40.0,10.000000000000002,1.9679403231826547e+18,1.5743522585461238e+18,
